N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,106,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,125,$130K,Above 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
FIRE DEPARTMENT,53053,$30K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,10147,$40K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,7021B,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
FIRE DEPARTMENT,70360,$90K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
FIRE DEPARTMENT,91717,$00K,Below 50K
FIRE DEPARTMENT,70370,$140K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,92610,$00K,Below 50K
DEPARTMENT OF TRANSPORTATI,90904,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,90710,$00K,Below 50K
DISTRICT ATTORNEY-BRONX CO,30114,$140K,Above 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
POLICE DEPARTMENT,7026B,$120K,Above 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$50K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF SANITATION,70112,$30K,Below 50K
DEPARTMENT OF SANITATION,70150,$90K,Above 50K
DEPARTMENT OF TRANSPORTATI,90904,$60K,Above 50K
HOUSING PRESERVATION & DEV,52406,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,547,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,321,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$80K,Above 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,12627,$50K,Below 50K
POLICE DEPARTMENT,7021C,$110K,Above 50K
POLICE DEPARTMENT,7021B,$90K,Above 50K
FIRE DEPARTMENT,70382,$140K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,7023B,$100K,Above 50K
DEPARTMENT OF PARKS & RECR,12626,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,35,$20K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,310,$90K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
FIRE DEPARTMENT,70360,$80K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90739,$00K,Below 50K
HOUSING PRESERVATION & DEV,1002A,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
N.Y.C. HOUSING AUTHORITY,92005,$00K,Below 50K
FIRE DEPARTMENT,70360,$80K,Above 50K
DEPARTMENT OF CITYWIDE ADM,91940,$00K,Below 50K
POLICE DEPARTMENT,7021,$80K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
FIRE DEPARTMENT,1002,$130K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,347,$100K,Above 50K
N.Y.C. TRANSIT AUTHORITY,321,$70K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,10209,$00K,Below 50K
CUNY HOSTOS COMMUNITY COLL,4075,$70K,Above 50K
CUNY MANHATTAN COMMUNITY C,4294,$00K,Below 50K
DEPARTMENT OF EDUCATION,50910,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,255,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90739,$00K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
DEPARTMENT OF HEALTH AND M,51022,$00K,Below 50K
DEPARTMENT OF ENVIRONMENTA,91011,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,13632,$80K,Above 50K
DEPARTMENT OF SANITATION,70150,$90K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
CUNY BRONX COMMUNITY COLLE,4108,$100K,Above 50K
N.Y.C. TRANSIT AUTHORITY,734,$70K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
CUNY BRONX COMMUNITY COLLE,4688,$00K,Below 50K
DEPARTMENT OF ENVIRONMENTA,91580,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,579,$80K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF EDUCATION,55050,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,34201,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF FINANCE,1002A,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,816,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4293,$00K,Below 50K
LAW DEPARTMENT,30112,$110K,Above 50K
POLICE DEPARTMENT,92575,$100K,Above 50K
CUNY BRONX COMMUNITY COLLE,4096,$60K,Above 50K
OFFICE OF ADMINISTRATIVE T,95937,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,1002,$100K,Above 50K
N.Y.C. HOUSING AUTHORITY,40510,$50K,Below 50K
DISTRICT ATTORNEY-KINGS CO,30114,$80K,Above 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
DEPARTMENT OF EDUCATION,10031,$110K,Above 50K
CUNY HOSTOS COMMUNITY COLL,4024,$90K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,82991,$100K,Above 50K
DEPARTMENT OF ENVIRONMENTA,22427,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,246,$130K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,816,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
CUNY HUNTER COLLEGE HIGH S,4617,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,6070,$40K,Below 50K
DEPARTMENT OF PARKS & RECR,81106,$40K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
FIRE DEPARTMENT,31840,$60K,Above 50K
DEPT. OF RECORDS AND INFOR,60217,$50K,Below 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
POLICE DEPARTMENT,7021,$80K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
POLICE DEPARTMENT,7023B,$110K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF SANITATION,71681,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10208,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,81815,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$40K,Below 50K
ADMINISTRATION FOR CHILDRE,52370,$70K,Above 50K
DEPARTMENT OF SANITATION,70196,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF INFORMATION,12627,$70K,Above 50K
DEPARTMENT OF TRANSPORTATI,21744,$80K,Above 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
DISTRICT ATTORNEY-KINGS CO,30114,$60K,Above 50K
POLICE DEPARTMENT,7021C,$110K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,10232,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10050,$140K,Above 50K
POLICE DEPARTMENT,12627,$60K,Above 50K
POLICE DEPARTMENT,7021B,$90K,Above 50K
POLICE DEPARTMENT,70265,$140K,Above 50K
FIRE DEPARTMENT,70370,$120K,Above 50K
FIRE DEPARTMENT,70360,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,817,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,21849,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF SANITATION,70150,$90K,Above 50K
LAW DEPARTMENT,30112,$70K,Above 50K
DISTRICT ATTORNEY-QUEENS C,30114,$90K,Above 50K
DISTRICT ATTORNEY-QUEENS C,30114,$90K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,10102,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,21744,$100K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,226,$120K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,90710,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,278,$70K,Above 50K
FIRE DEPARTMENT,53053,$30K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,10026,$130K,Above 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4294,$00K,Below 50K
LAW DEPARTMENT,30112,$60K,Above 50K
HOUSING PRESERVATION & DEV,13631,$80K,Above 50K
POLICE DEPARTMENT,70210,$50K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
CUNY MANHATTAN COMMUNITY C,10102,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$50K,Below 50K
DEPARTMENT OF PARKS & RECR,6664,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$40K,Below 50K
DISTRICT ATTORNEY-BRONX CO,56057,$30K,Below 50K
CUNY HOSTOS COMMUNITY COLL,10102,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
ADMINISTRATION FOR CHILDRE,95005,$90K,Above 50K
FIRE DEPARTMENT,70360,$90K,Above 50K
DEPARTMENT OF HEALTH AND M,51008,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,92005,$00K,Below 50K
ADMINISTRATION FOR CHILDRE,10056,$180K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12627,$70K,Above 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF SANITATION,92510,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,90511,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
POLICE DEPARTMENT,13611,$40K,Below 50K
POLICE DEPARTMENT,11702,$20K,Below 50K
DEPARTMENT OF TRANSPORTATI,90910,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,31215,$50K,Below 50K
COMMUNITY BOARD NO.16-BROO,56056,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90735,$00K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
CUNY BRONX COMMUNITY COLLE,4702,$170K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4687,$00K,Below 50K
ADMINISTRATION FOR CHILDRE,10251,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,298,$30K,Below 50K
FIRE DEPARTMENT,10124,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,31215,$50K,Below 50K
DEPARTMENT OF EDUCATION,56057,$40K,Below 50K
BOROUGH PRESIDENT-MANHATTA,12994,$160K,Above 50K
ADMINISTRATION FOR CHILDRE,52370,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DISTRICT ATTORNEY-QUEENS C,30114,$60K,Above 50K
DEPARTMENT OF PROBATION,51810,$60K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,12626,$60K,Above 50K
CUNY LAGUARDIA COMMUNITY C,10102,$00K,Below 50K
DEPARTMENT OF EDUCATION,56057,$20K,Below 50K
HOUSING PRESERVATION & DEV,10124,$40K,Below 50K
DEPARTMENT OF PARKS & RECR,81106,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$00K,Below 50K
ADMINISTRATION FOR CHILDRE,56057,$30K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
DEPARTMENT OF HOMELESS SER,56057,$30K,Below 50K
DEPARTMENT OF EDUCATION,56057,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF HOMELESS SER,30087,$80K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
DEPARTMENT OF BUILDINGS,10073,$80K,Above 50K
DEPARTMENT OF SANITATION,70196,$90K,Above 50K
N.Y.C. HOUSING AUTHORITY,90645,$20K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
ADMINISTRATION FOR CHILDRE,1002A,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,80201,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00M01,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
POLICE DEPARTMENT,71652,$40K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,573,$80K,Above 50K
ADMINISTRATION FOR CHILDRE,56058,$50K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF ENVIRONMENTA,10251,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12202,$50K,Below 50K
CUNY HOSTOS COMMUNITY COLL,4801,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,12626,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,592,$90K,Above 50K
DEPARTMENT OF HOMELESS SER,12627,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,608,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10251,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,60421,$00K,Below 50K
DEPARTMENT OF TRANSPORTATI,92472,$00K,Below 50K
POLICE DEPARTMENT,31121,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
DEPARTMENT OF HEALTH AND M,51191,$40K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,652,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF EDUCATION,56058,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,51191,$50K,Below 50K
DEPARTMENT OF EDUCATION,54513,$30K,Below 50K
DEPARTMENT OF EDUCATION,12629,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,606,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,884,$70K,Above 50K
DEPARTMENT OF EDUCATION,54483,$40K,Below 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
COMMUNITY BOARD NO.11-MANH,56087,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF EDUCATION,51222,$60K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4075,$80K,Above 50K
DISTRICT ATTORNEY-KINGS CO,56057,$40K,Below 50K
POLICE DEPARTMENT,7021,$80K,Above 50K
HOUSING PRESERVATION & DEV,31670,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,80609,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,985,$90K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$40K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF ENVIRONMENTA,90756,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF EDUCATION,56058,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,81350,$50K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10251,$30K,Below 50K
ADMINISTRATION FOR CHILDRE,10124,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00T01,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$40K,Below 50K
DEPARTMENT OF ENVIRONMENTA,1002A,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF EDUCATION,56057,$30K,Below 50K
CUNY LAGUARDIA COMMUNITY C,10102,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
HOUSING PRESERVATION & DEV,90574,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF ENVIRONMENTA,20210,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4294,$00K,Below 50K
CIVILIAN COMPLAINT REVIEW,31165,$30K,Below 50K
DISTRICT ATTORNEY-KINGS CO,1002C,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,611,$90K,Above 50K
POLICE DEPARTMENT,71012,$40K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$40K,Below 50K
POLICE DEPARTMENT,71012,$40K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
CUNY HUNTER COLLEGE HIGH S,4617,$00K,Below 50K
CUNY MANHATTAN COMMUNITY C,4008,$50K,Below 50K
DEPARTMENT OF HOMELESS SER,12627,$60K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
DEPARTMENT OF SANITATION,70112,$30K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
DEPARTMENT OF CORRECTION,92508,$30K,Below 50K
LAW DEPARTMENT,30112,$60K,Above 50K
LAW DEPARTMENT,30112,$90K,Above 50K
N.Y.C. HOUSING AUTHORITY,34202,$70K,Above 50K
POLICE DEPARTMENT,92501,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
DISTRICT ATTORNEY-NEW YORK,56057,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF YOUTH AND CO,40561,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,91717,$00K,Below 50K
ADMINISTRATION FOR CHILDRE,1002A,$50K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,252,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
DEPARTMENT OF PARKS & RECR,6664,$30K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$40K,Below 50K
DEPARTMENT OF PARKS & RECR,21315,$80K,Above 50K
ADMINISTRATION FOR CHILDRE,10056,$80K,Above 50K
CUNY QUEENSBOROUGH COMMUNI,4802,$30K,Below 50K
DEPARTMENT OF EDUCATION,6745,$90K,Above 50K
DEPARTMENT OF PROBATION,51810,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF EDUCATION,33761,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
POLICE DEPARTMENT,7021,$80K,Above 50K
DEPARTMENT OF EDUCATION,91972,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF EDUCATION,13631,$70K,Above 50K
DEPARTMENT OF ENVIRONMENTA,91314,$60K,Above 50K
POLICE DEPARTMENT,40510,$50K,Below 50K
FIRE DEPARTMENT,53059,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,70265,$110K,Above 50K
CUNY QUEENSBOROUGH COMMUNI,4601,$00K,Below 50K
DEPARTMENT OF SANITATION,70112,$40K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70265,$140K,Above 50K
N.Y.C. TRANSIT AUTHORITY,620,$80K,Above 50K
FIRE DEPARTMENT,53053,$30K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF TRANSPORTATI,92406,$00K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,213,$70K,Above 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
NYC POLICE PENSION FUND,10050,$140K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,878,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,90645,$20K,Below 50K
DEPARTMENT OF CORRECTION,70467,$90K,Above 50K
DEPARTMENT OF EDUCATION,50910,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
CUNY HOSTOS COMMUNITY COLL,10102,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
CUNY MANHATTAN COMMUNITY C,4072,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,255,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$50K,Below 50K
DEPARTMENT OF SANITATION,71681,$20K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,90643,$20K,Below 50K
N.Y.C. HOUSING AUTHORITY,82011,$50K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4625,$00K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,80609,$30K,Below 50K
CUNY BRONX COMMUNITY COLLE,4008,$50K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4625,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10056,$70K,Above 50K
DEPARTMENT OF TRANSPORTATI,1002,$100K,Above 50K
DEPARTMENT OF EDUCATION,54513,$30K,Below 50K
FIRE DEPARTMENT,53053,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$40K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$50K,Below 50K
